NOM_ENT,NOM_MUN,COM_ID,dec_lon,dec_lat,NOM_LOC,sst,prod,LOC,PC1,PCA_norm,region
Campeche,Calkiní,4_1_2,-90.45245916666667,20.690499444444445,Isla Arena,0.24590304493904114,0.8843586444854736,1,2.8079354671909913,0.8990652422790613,Golfo de México y Caribe
Campeche,Calkiní,4_1_9,-90.21930777777779,20.365076666666667,Pucnachén,0.2524835169315338,0.8829015493392944,2,2.7681845151479028,0.893628212714969,Golfo de México y Caribe
Campeche,Calkiní,4_1_11,-90.2356975,20.437918888888888,San Nicolás,0.2438051849603653,0.8858038187026978,3,2.8253141377301345,0.9014422506436287,Golfo de México y Caribe
Campeche,Calkiní,4_1_12,-90.24051916666667,20.39787111111111,Santa Cruz Ex-Hacienda,0.24914290010929108,0.8836267590522766,4,2.7882947760072616,0.8963788407430832,Golfo de México y Caribe
Campeche,Calkiní,4_1_14,-90.24278555555556,20.50789222222222,Tankuché,0.23696306347846985,0.8884991407394409,5,2.872309728872014,0.9078701826877071,Golfo de México y Caribe
Campeche,Calkiní,4_1_16,-90.24536916666666,20.372651944444446,Santa María,0.2524305582046509,0.8820558190345764,6,2.7643895868932242,0.893109152515054,Golfo de México y Caribe
Campeche,Campeche,4_2_1,-90.53964916666666,19.844814166666666,San Francisco de Campeche,0.2764124572277069,0.843578040599823,7,2.4603537988743205,0.851523945544186,Golfo de México y Caribe
Campeche,Campeche,4_2_68,-90.42054694444445,19.65893472222222,Uayamón,0.2596302926540375,0.8359760642051697,8,2.507416752576456,0.8579610912602095,Golfo de México y Caribe
Campeche,Campeche,4_2_70,-90.36565888888889,19.908939444444442,Bethania,0.266083687543869,0.8546428680419922,9,2.5648707277482017,0.8658194932739472,Golfo de México y Caribe
Campeche,Campeche,4_2_71,-90.42053083333334,19.770520555555553,San Antonio Bobolá,0.2625429034233093,0.8432860374450684,10,2.5279971020869176,0.8607760167645455,Golfo de México y Caribe
Campeche,Campeche,4_2_73,-90.43043222222222,19.837024166666666,Castamay,0.26529690623283386,0.8470487594604492,11,2.5323441661853017,0.8613705966376086,Golfo de México y Caribe
Campeche,Campeche,4_2_75,-90.35620805555556,19.92016166666667,Chemblás,0.2666037976741791,0.855771005153656,12,2.567695348870288,0.8662058374433019,Golfo de México y Caribe
Campeche,Campeche,4_2_77,-90.49528111111111,19.76931972222222,Chiná,0.2680070400238037,0.8403103947639465,13,2.4865160867477805,0.8551023537412553,Golfo de México y Caribe
Campeche,Campeche,4_2_81,-90.38786083333333,19.926273611111114,Hampolol,0.2672995328903198,0.8545581102371216,14,2.5584113351344873,0.8649359947210379,Golfo de México y Caribe
Campeche,Campeche,4_2_82,-90.49047083333333,19.609005833333335,Hobomó,0.2620883584022522,0.8309735059738159,15,2.4711734426541483,0.853003827662232,Golfo de México y Caribe
Campeche,Campeche,4_2_86,-90.47362694444445,19.875685555555556,Imí,0.2700396478176117,0.8476614952087402,16,2.511674579897044,0.8585434655639933,Golfo de México y Caribe
Campeche,Campeche,4_2_87,-90.60070194444444,19.806181666666667,Lerma,0.28368082642555237,0.8393820524215698,17,2.4040347591268176,0.8438207769811653,Golfo de México y Caribe
Campeche,Campeche,4_2_89,-90.46217166666666,19.68785111111111,Mucuychakán,0.2624591886997223,0.8362985253334045,18,2.494881563954865,0.8562465614785533,Golfo de México y Caribe
Campeche,Campeche,4_2_90,-90.27065694444444,19.84552888888889,Nilchí,0.27079641819000244,0.855136513710022,19,2.5437790402903397,0.8629346283242806,Golfo de México y Caribe
Campeche,Campeche,4_2_93,-90.52295138888888,19.712464722222222,San Agustín Olá,0.2684910297393799,0.836082935333252,20,2.463819617155952,0.8519979909567481,Golfo de México y Caribe
Campeche,Campeche,4_2_97,-90.35067,19.729957499999998,Pocyaxum,0.2613171339035034,0.8434674739837646,21,2.5349698489639874,0.8617297305491227,Golfo de México y Caribe
Campeche,Campeche,4_2_101,-90.41711027777778,19.916219444444444,San Francisco Kobén,0.26823294162750244,0.8525745272636414,22,2.544245704132582,0.8629984573642496,Golfo de México y Caribe
