NOM_ENT,NOM_MUN,COM_ID,dec_lon,dec_lat,NOM_LOC,GRAPROES,por_menor,por_salud,LOC,PC1,PCA_norm,region
Campeche,Calkiní,4_1_2,-90.45245916666667,20.690499444444445,Isla Arena,8.49,0.24586776859504134,0.890495867768595,1,0.8165193020985765,0.5774771778148434,Golfo de México y Caribe
Campeche,Calkiní,4_1_9,-90.21930777777779,20.365076666666667,Pucnachén,8.2,0.2793404461687682,0.8748787584869059,2,0.5272666032646243,0.5493199862128527,Golfo de México y Caribe
Campeche,Calkiní,4_1_11,-90.2356975,20.437918888888888,San Nicolás,7.63,0.27543424317617865,0.9305210918114144,3,0.445153651277179,0.5413267328000546,Golfo de México y Caribe
Campeche,Calkiní,4_1_12,-90.24051916666667,20.39787111111111,Santa Cruz Ex-Hacienda,8.06,0.29697396199859255,0.8233638282899367,4,0.3031546403691954,0.5275038942455749,Golfo de México y Caribe
Campeche,Calkiní,4_1_14,-90.24278555555556,20.50789222222222,Tankuché,7.66,0.2719869706840391,0.8680781758957655,5,0.36225824447348154,0.5332573116271285,Golfo de México y Caribe
Campeche,Calkiní,4_1_16,-90.24536916666666,20.372651944444446,Santa María,6.91,0.2720306513409962,0.9003831417624522,6,0.1573408734461822,0.5133097097487305,Golfo de México y Caribe
Campeche,Campeche,4_2_1,-90.53964916666666,19.844814166666666,San Francisco de Campeche,11.13,0.22095319742171193,0.8064361056473162,7,1.7088410815064092,0.6643398947910433,Golfo de México y Caribe
Campeche,Campeche,4_2_68,-90.42054694444445,19.65893472222222,Uayamón,8.28,0.313915857605178,0.7961165048543689,8,0.25062429041294965,0.52239034773555,Golfo de México y Caribe
Campeche,Campeche,4_2_70,-90.36565888888889,19.908939444444442,Bethania,7.73,0.3046875,0.7390625,9,0.0026785762179028436,0.4982541685067086,Golfo de México y Caribe
Campeche,Campeche,4_2_71,-90.42053083333334,19.770520555555553,San Antonio Bobolá,6.65,0.2783018867924528,0.7783018867924528,10,-0.17829453691810154,0.48063741111111236,Golfo de México y Caribe
Campeche,Campeche,4_2_73,-90.43043222222222,19.837024166666666,Castamay,8.2,0.21169036334913113,0.8720379146919431,11,0.8469040796926696,0.5804349721861654,Golfo de México y Caribe
Campeche,Campeche,4_2_75,-90.35620805555556,19.92016166666667,Chemblás,7.13,0.28741496598639454,0.6683673469387755,12,-0.24811130556565192,0.4738411248888378,Golfo de México y Caribe
Campeche,Campeche,4_2_77,-90.49528111111111,19.76931972222222,Chiná,9.25,0.26942017474185864,0.7126290706910247,13,0.6555004129953721,0.5618028566061023,Golfo de México y Caribe
Campeche,Campeche,4_2_81,-90.38786083333333,19.926273611111114,Hampolol,8.44,0.25634725634725636,0.7862407862407862,14,0.5653020656215966,0.5530225335203556,Golfo de México y Caribe
Campeche,Campeche,4_2_82,-90.49047083333333,19.609005833333335,Hobomó,7.59,0.2761627906976744,0.8837209302325582,15,0.3453382260891042,0.5316102390104211,Golfo de México y Caribe
Campeche,Campeche,4_2_86,-90.47362694444445,19.875685555555556,Imí,10.05,0.24227740763173833,0.7613567534827377,16,1.1505167952347255,0.6099900340361705,Golfo de México y Caribe
Campeche,Campeche,4_2_87,-90.60070194444444,19.806181666666667,Lerma,9.43,0.21636383903689665,0.860885074127745,17,1.233814681129946,0.6180986343799096,Golfo de México y Caribe
Campeche,Campeche,4_2_89,-90.46217166666666,19.68785111111111,Mucuychakán,6.07,0.28426395939086296,0.7969543147208121,18,-0.3763535608591358,0.4613574323655645,Golfo de México y Caribe
Campeche,Campeche,4_2_90,-90.27065694444444,19.84552888888889,Nilchí,7.75,0.2936802973977695,0.8224907063197026,19,0.20930990619313544,0.5183686150530717,Golfo de México y Caribe
Campeche,Campeche,4_2_93,-90.52295138888888,19.712464722222222,San Agustín Olá,7.37,0.29441624365482233,0.8274111675126904,20,0.08191205431469589,0.5059671206522105,Golfo de México y Caribe
Campeche,Campeche,4_2_97,-90.35067,19.729957499999998,Pocyaxum,7.72,0.24354243542435425,0.8210332103321033,21,0.43688231795684723,0.5405215630711518,Golfo de México y Caribe
Campeche,Campeche,4_2_101,-90.41711027777778,19.916219444444444,San Francisco Kobén,8.45,0.29102167182662536,0.8057275541795665,22,0.4366920124539978,0.5405030378559049,Golfo de México y Caribe
Campeche,Campeche,4_2_178,-90.66727444444444,19.724171666666663,Ensenada,7,0,1,23,1.669469641456979,0.6605072972540554,Golfo de México y Caribe
Campeche,Campeche,4_2_200,-90.43078,19.8967,Horticultores de Kobén,7.48,0.3404255319148936,0.7021276595744681,24,-0.3210145083141897,0.46674439093798964,Golfo de México y Caribe
Campeche,Campeche,4_2_249,-90.39793583333334,19.796704722222223,Miguel Alemán (X-Campéu),5.95,0.2465753424657534,0.6712328767123288,25,-0.4586169083887799,0.4533495387571352,Golfo de México y Caribe
Campeche,Campeche,4_2_326,-90.64277777777778,19.773333333333333,Mar Azul,9.9,0.16666666666666666,0.9166666666666666,26,1.7343909116544367,0.6668270330814601,Golfo de México y Caribe
Campeche,Campeche,4_2_329,-90.63616972222223,19.77809611111111,Club Náutico y Deportivo de Campeche,17.67,0.25,0.4166666666666667,27,3.1642982599508835,0.8060208084252479,Golfo de México y Caribe
Campeche,Campeche,4_2_402,-90.50169194444445,19.74675527777778,San Francisco Uxmal,13.89,0.18181818181818182,0.9090909090909091,28,3.039875064026245,0.7939088807526449,Golfo de México y Caribe
Campeche,Campeche,4_2_501,-90.46584777777778,19.82031027777778,Nuevo San Antonio Ebulá,6.87,0.19148936170212766,0.648936170212766,29,0.0873387958343519,0.506495384697315,Golfo de México y Caribe
Campeche,Campeche,4_2_520,-90.51050611111111,19.73611138888889,La Palma,7.5,0.2727272727272727,0.6363636363636364,30,-0.10491673785241051,0.4877803444560873,Golfo de México y Caribe
Campeche,Campeche,4_2_585,-90.26948888888889,19.79485027777778,Nueva Esperanza,7.54,0.07142857142857142,0.2857142857142857,31,0.2578708828071984,0.5230957644570843,Golfo de México y Caribe
Campeche,Campeche,4_2_875,-90.50034388888889,19.745899166666668,San Francisco,6.85,0.13043478260869565,0.6521739130434783,32,0.3790493007360146,0.534891830476183,Golfo de México y Caribe
Campeche,Campeche,4_2_960,-90.46615361111111,19.831718333333335,Seet Ka'an (Rincón del Cielo),4.8,0.16666666666666666,0.8333333333333334,33,-0.19091995643555648,0.4794083945527826,Golfo de México y Caribe
Campeche,Campeche,4_2_976,-90.39961111111111,19.828598055555556,Escondido,6,0,0.5,34,0.4407069070428082,0.5408938662099866,Golfo de México y Caribe
