NOM_ENT,NOM_MUN,COM_ID,dec_lon,dec_lat,NOM_LOC,sst,prod,LOC,PC1,PCA_norm,region
Campeche,Calkiní,4_1_2,-90.45245916666667,20.690499444444445,Isla Arena,0.38245660066604614,0.7060828804969788,1,-0.38626288947323106,0.3752396420935395,Golfo de México y Caribe
Campeche,Calkiní,4_1_9,-90.21930777777779,20.365076666666667,Pucnachén,0.40914395451545715,0.6982113718986511,2,-0.6521973876925118,0.3147436818308641,Golfo de México y Caribe
Campeche,Calkiní,4_1_11,-90.2356975,20.437918888888888,San Nicolás,0.4059385657310486,0.6989713311195374,3,-0.6218163120275676,0.3216549037989455,Golfo de México y Caribe
Campeche,Calkiní,4_1_12,-90.24051916666667,20.39787111111111,Santa Cruz Ex-Hacienda,0.40671297907829285,0.6983317732810974,4,-0.6329912291943849,0.3191127840311483,Golfo de México y Caribe
Campeche,Calkiní,4_1_14,-90.24278555555556,20.50789222222222,Tankuché,0.403689980506897,0.7002493739128113,5,-0.5942384891716184,0.327928429373085,Golfo de México y Caribe
Campeche,Calkiní,4_1_16,-90.24536916666666,20.372651944444446,Santa María,0.40689149498939514,0.6979600787162781,6,-0.6374534918478056,0.3180976887126749,Golfo de México y Caribe
Campeche,Campeche,4_2_1,-90.53964916666666,19.844814166666666,San Francisco de Campeche,0.39467817544937134,0.6982002854347229,7,-0.5440283402868898,0.33935045694774335,Golfo de México y Caribe
Campeche,Campeche,4_2_68,-90.42054694444445,19.65893472222222,Uayamón,0.41125941276550293,0.6995986104011536,8,-0.6563617656260936,0.31379635065090944,Golfo de México y Caribe
Campeche,Campeche,4_2_70,-90.36565888888889,19.908939444444442,Bethania,0.4080848693847656,0.698789119720459,9,-0.6394118499877643,0.31765219270892836,Golfo de México y Caribe
Campeche,Campeche,4_2_71,-90.42053083333334,19.770520555555553,San Antonio Bobolá,0.40777355432510376,0.6990724802017212,10,-0.6346986741583376,0.3187243668706007,Golfo de México y Caribe
