NOM_ENT,NOM_MUN,COM_ID,dec_lon,dec_lat,NOM_LOC,sst,prod,LOC,PC1,PCA_norm,region
Campeche,Calkiní,4_1_2,-90.45245916666667,20.690499444444445,Isla Arena,0.27573975920677185,0.6593149900436401,1,-1.7910601427459167,0.11807348314822125,Golfo de México y Caribe
Campeche,Calkiní,4_1_9,-90.21930777777779,20.365076666666667,Pucnachén,0.3123583495616913,0.6516692638397217,2,-1.6083388215293184,0.15705892982062783,Golfo de México y Caribe
Campeche,Calkiní,4_1_11,-90.2356975,20.437918888888888,San Nicolás,0.3094131648540497,0.6527898907661438,3,-1.6172841119239392,0.15515036140985497,Golfo de México y Caribe
Campeche,Calkiní,4_1_12,-90.24051916666667,20.39787111111111,Santa Cruz Ex-Hacienda,0.30965304374694824,0.6521451473236084,4,-1.62284963160498,0.15396290135163743,Golfo de México y Caribe
Campeche,Calkiní,4_1_14,-90.24278555555556,20.50789222222222,Tankuché,0.3073386251926422,0.6539726257324219,5,-1.6191114497587207,0.1547604803536322,Golfo de México y Caribe
Campeche,Calkiní,4_1_16,-90.24536916666666,20.372651944444446,Santa María,0.30951136350631714,0.6517375111579895,6,-1.6285286580295968,0.15275122347872166,Golfo de México y Caribe
Campeche,Campeche,4_2_1,-90.53964916666666,19.844814166666666,San Francisco de Campeche,0.28293585777282715,0.6425305008888245,7,-1.9289401351824518,0.08865538866129245,Golfo de México y Caribe
Campeche,Campeche,4_2_68,-90.42054694444445,19.65893472222222,Uayamón,0.3002096116542816,0.641159176826477,8,-1.8173264624049774,0.11246929750896113,Golfo de México y Caribe
Campeche,Campeche,4_2_70,-90.36565888888889,19.908939444444442,Bethania,0.3026733696460724,0.6452523469924927,9,-1.7526349970185346,0.12627187761943104,Golfo de México y Caribe
Campeche,Campeche,4_2_71,-90.42053083333334,19.770520555555553,San Antonio Bobolá,0.2985810935497284,0.6425819396972656,10,-1.8131395733956714,0.11336261273407432,Golfo de México y Caribe
Campeche,Campeche,4_2_73,-90.43043222222222,19.837024166666666,Castamay,0.2961876094341278,0.6434630155563354,11,-1.8207461818546615,0.11173966568847854,Golfo de México y Caribe
Campeche,Campeche,4_2_75,-90.35620805555556,19.92016166666667,Chemblás,0.30352646112442017,0.6455174684524536,12,-1.7433376360835937,0.12825556384997,Golfo de México y Caribe
Campeche,Campeche,4_2_77,-90.49528111111111,19.76931972222222,Chiná,0.2896334230899811,0.6416385173797607,13,-1.889761192276648,0.09701461340400806,Golfo de México y Caribe
Campeche,Campeche,4_2_81,-90.38786083333333,19.926273611111114,Hampolol,0.2996082305908203,0.6452088952064514,14,-1.7757016161805748,0.1213503805261146,Golfo de México y Caribe
Campeche,Campeche,4_2_82,-90.49047083333333,19.609005833333335,Hobomó,0.29281002283096313,0.6395202875137329,15,-1.8904564851540362,0.09686626561836026,Golfo de México y Caribe
Campeche,Campeche,4_2_86,-90.47362694444445,19.875685555555556,Imí,0.2903155982494354,0.6435879468917847,16,-1.862568479400423,0.10281645442976042,Golfo de México y Caribe
Campeche,Campeche,4_2_87,-90.60070194444444,19.806181666666667,Lerma,0.27648815512657166,0.6416416764259338,17,-1.9865304497785894,0.07636791107747293,Golfo de México y Caribe
Campeche,Campeche,4_2_89,-90.46217166666666,19.68785111111111,Mucuychakán,0.2954581677913666,0.6408334374427795,18,-1.8560216568714145,0.10421328540098472,Golfo de México y Caribe
Campeche,Campeche,4_2_90,-90.27065694444444,19.84552888888889,Nilchí,0.31223639845848083,0.6462208032608032,19,-1.6711970315327869,0.14364749333529145,Golfo de México y Caribe
Campeche,Campeche,4_2_93,-90.52295138888888,19.712464722222222,San Agustín Olá,0.2873261272907257,0.6404294371604919,20,-1.9205024331656804,0.0904556579447143,Golfo de México y Caribe
