NOM_ENT,NOM_MUN,COM_ID,dec_lon,dec_lat,NOM_LOC,sst,prod,LOC,PC1,PCA_norm,region
Campeche,Calkiní,4_1_2,-90.45245916666667,20.690499444444445,Isla Arena,0.3222053647041321,0.9519832134246826,1,-0.21137170232939595,0.5762991193848372,Golfo de México y Caribe
Campeche,Calkiní,4_1_9,-90.21930777777779,20.365076666666667,Pucnachén,0.33508139848709106,0.9313375353813171,2,-0.3785433544865957,0.5443709393904616,Golfo de México y Caribe
Campeche,Calkiní,4_1_11,-90.2356975,20.437918888888888,San Nicolás,0.3256484270095825,0.9350703954696655,3,-0.38270691939869006,0.5435757384804017,Golfo de México y Caribe
Campeche,Calkiní,4_1_12,-90.24051916666667,20.39787111111111,Santa Cruz Ex-Hacienda,0.3313292860984802,0.9339872598648071,4,-0.367250393885648,0.5465277864041969,Golfo de México y Caribe
Campeche,Calkiní,4_1_14,-90.24278555555556,20.50789222222222,Tankuché,0.31814709305763245,0.9376519322395325,5,-0.3903189073696637,0.5421219218858052,Golfo de México y Caribe
Campeche,Calkiní,4_1_16,-90.24536916666666,20.372651944444446,Santa María,0.33481982350349426,0.9334096908569336,6,-0.35677566266940774,0.5485283594639783,Golfo de México y Caribe
Campeche,Campeche,4_2_1,-90.53964916666666,19.844814166666666,San Francisco de Campeche,0.3573910892009735,0.9471628665924072,7,-0.09464798659296997,0.5985922280402477,Golfo de México y Caribe
Campeche,Campeche,4_2_68,-90.42054694444445,19.65893472222222,Uayamón,0.34078675508499146,0.9426009058952332,8,-0.22572635947466474,0.5735575177366062,Golfo de México y Caribe
Campeche,Campeche,4_2_70,-90.36565888888889,19.908939444444442,Bethania,0.34844353795051575,0.9345158338546753,9,-0.27853843415420254,0.5634709186961236,Golfo de México y Caribe
Campeche,Campeche,4_2_71,-90.42053083333334,19.770520555555553,San Antonio Bobolá,0.3441321551799774,0.9401873350143433,10,-0.23636284137315838,0.5715260518500175,Golfo de México y Caribe
Campeche,Campeche,4_2_73,-90.43043222222222,19.837024166666666,Castamay,0.34719473123550415,0.9398967027664185,11,-0.22476998324169695,0.5737401764117732,Golfo de México y Caribe
Campeche,Campeche,4_2_75,-90.35620805555556,19.92016166666667,Chemblás,0.34903326630592346,0.9337643980979919,12,-0.28403687698820873,0.5624207689235542,Golfo de México y Caribe
Campeche,Campeche,4_2_77,-90.49528111111111,19.76931972222222,Chiná,0.3491554260253906,0.9453586339950562,13,-0.1545658249327947,0.5871484963865767,Golfo de México y Caribe
Campeche,Campeche,4_2_81,-90.38786083333333,19.926273611111114,Hampolol,0.3496777415275574,0.936142086982727,14,-0.25448745726081623,0.5680644242898263,Golfo de México y Caribe
Campeche,Campeche,4_2_82,-90.49047083333333,19.609005833333335,Hobomó,0.3428787589073181,0.9479383826255798,15,-0.1562700565153245,0.5868230045222746,Golfo de México y Caribe
Campeche,Campeche,4_2_86,-90.47362694444445,19.875685555555556,Imí,0.35187557339668274,0.9426375031471252,16,-0.17164744553036226,0.5838860709095473,Golfo de México y Caribe
Campeche,Campeche,4_2_87,-90.60070194444444,19.806181666666667,Lerma,0.3632240891456604,0.9510050415992737,17,-0.023706060208401936,0.6121414546317532,Golfo de México y Caribe
Campeche,Campeche,4_2_89,-90.46217166666666,19.68785111111111,Mucuychakán,0.3436141312122345,0.9447524547576904,18,-0.18812499991827414,0.5807390162769254,Golfo de México y Caribe
Campeche,Campeche,4_2_90,-90.27065694444444,19.84552888888889,Nilchí,0.3530118465423584,0.9277311563491821,19,-0.3318443545110423,0.5532899998743213,Golfo de México y Caribe
Campeche,Campeche,4_2_93,-90.52295138888888,19.712464722222222,San Agustín Olá,0.34915265440940857,0.9480531811714172,20,-0.12462706080362856,0.5928665127942049,Golfo de México y Caribe
Campeche,Campeche,4_2_97,-90.35067,19.729957499999998,Pocyaxum,0.3427708148956299,0.9358622431755066,21,-0.29102906878099233,0.5610853274462799,Golfo de México y Caribe
Campeche,Campeche,4_2_101,-90.41711027777778,19.916219444444444,San Francisco Kobén,0.3505096733570099,0.9383797645568848,22,-0.22558705453308198,0.5735841236425212,Golfo de México y Caribe
Campeche,Campeche,4_2_178,-90.66727444444444,19.724171666666663,Ensenada,0.3683192729949951,0.9550396203994751,23,0.045803419807624035,0.6254170977245199,Golfo de México y Caribe
Campeche,Campeche,4_2_200,-90.43078,19.8967,Horticultores de Kobén,0.3502408564090729,0.9394668936729431,24,-0.214803819465618,0.575643617974921,Golfo de México y Caribe
Campeche,Campeche,4_2_249,-90.39793583333334,19.796704722222223,Miguel Alemán (X-Campéu),0.3443759083747864,0.9380613565444946,25,-0.2588150824941568,0.5672378894340939,Golfo de México y Caribe
Campeche,Campeche,4_2_326,-90.64277777777778,19.773333333333333,Mar Azul,0.36727896332740784,0.9534589052200317,26,0.023197121276827548,0.6210995118229393,Golfo de México y Caribe
Campeche,Campeche,4_2_329,-90.63616972222223,19.77809611111111,Club Náutico y Deportivo de Campeche,0.36654800176620483,0.9531025290489197,27,0.015697697055914728,0.6196671938235077,Golfo de México y Caribe
Campeche,Campeche,4_2_402,-90.50169194444445,19.74675527777778,San Francisco Uxmal,0.34883102774620056,0.9461473822593689,28,-0.14736837112216955,0.5885231409378596,Golfo de México y Caribe
Campeche,Campeche,4_2_501,-90.46584777777778,19.82031027777778,Nuevo San Antonio Ebulá,0.34850025177001953,0.9426470994949341,29,-0.1878780075506239,0.5807861894469564,Golfo de México y Caribe
Campeche,Campeche,4_2_520,-90.51050611111111,19.73611138888889,La Palma,0.34910836815834045,0.9468847513198853,30,-0.13782950483735146,0.5903449727840722,Golfo de México y Caribe
