NOM_ENT,NOM_MUN,COM_ID,dec_lon,dec_lat,NOM_LOC,sst,prod,LOC,PC1,PCA_norm,region
Campeche,Calkiní,4_1_2,-90.45245916666667,20.690499444444445,Isla Arena,0.83997344970703125,0.6772690415382385,1,-0.7852083314997943,0.5295309002943859,Golfo de México y Caribe
Campeche,Calkiní,4_1_9,-90.21930777777779,20.365076666666667,Pucnachén,0.8520377278327942,0.47855114936828613,2,-1.9836326473666888,0.2619246474434538,Golfo de México y Caribe
Campeche,Calkiní,4_1_11,-90.2356975,20.437918888888888,San Nicolás,0.8507571220397949,0.5205952525138855,3,-1.7236505157504352,0.3199782459301443,Golfo de México y Caribe
Campeche,Calkiní,4_1_12,-90.24051916666667,20.39787111111111,Santa Cruz Ex-Hacienda,0.8513799905776978,0.500167965888977,4,-1.849960377299219,0.29177345377125063,Golfo de México y Caribe
Campeche,Calkiní,4_1_14,-90.24278555555556,20.50789222222222,Tankuché,0.8488805890083313,0.5577267408370972,5,-1.4978109680869007,0.37040785946153426,Golfo de México y Caribe
Campeche,Calkiní,4_1_16,-90.24536916666666,20.372651944444446,Santa María,0.8516107201576233,0.4869936406612396,6,-1.9322858316292597,0.2733903101251903,Golfo de México y Caribe
Campeche,Campeche,4_2_1,-90.53964916666666,19.844814166666666,San Francisco de Campeche,0.853626549243927,0.5248516201972961,7,-1.6821854113775678,0.32923733810508,Golfo de México y Caribe
Campeche,Campeche,4_2_68,-90.42054694444445,19.65893472222222,Uayamón,0.8589264750480652,0.5237432718276978,8,-1.662444268868112,0.33364550398089526,Golfo de México y Caribe
Campeche,Campeche,4_2_70,-90.36565888888889,19.908939444444442,Bethania,0.8526672720909119,0.44342565536499023,9,-2.2030568732788858,0.21292756510487978,Golfo de México y Caribe
Campeche,Campeche,4_2_71,-90.42053083333334,19.770520555555553,San Antonio Bobolá,0.8557356595993042,0.49303820729255676,10,-1.8731477725189145,0.286595745120014,Golfo de México y Caribe
Campeche,Campeche,4_2_73,-90.43043222222222,19.837024166666666,Castamay,0.8540531992912292,0.4825848639011383,11,-1.947891143149796,0.26990566876295174,Golfo de México y Caribe
Campeche,Campeche,4_2_75,-90.35620805555556,19.92016166666667,Chemblás,0.8525578379631042,0.43789297342300415,12,-2.2386722165403214,0.20497471532704611,Golfo de México y Caribe
Campeche,Campeche,4_2_77,-90.49528111111111,19.76931972222222,Chiná,0.8557274341583252,0.521346390247345,13,-1.693789691874113,0.32664612063761284,Golfo de México y Caribe
Campeche,Campeche,4_2_81,-90.38786083333333,19.926273611111114,Hampolol,0.8524879217147827,0.45123764872550964,14,-2.154455065950301,0.22378027175375767,Golfo de México y Caribe
Campeche,Campeche,4_2_82,-90.49047083333333,19.609005833333335,Hobomó,0.8593877553939819,0.5594706535339355,15,-1.4336968787763165,0.3847244341239438,Golfo de México y Caribe
Campeche,Campeche,4_2_86,-90.47362694444445,19.875685555555556,Imí,0.8531933426856995,0.49372267723083496,16,-1.881648987320969,0.2846974373105525,Golfo de México y Caribe
Campeche,Campeche,4_2_87,-90.60070194444444,19.806181666666667,Lerma,0.8542140126228333,0.5553135871887207,17,-1.4861697008447423,0.3730073360107537,Golfo de México y Caribe
Campeche,Campeche,4_2_89,-90.46217166666666,19.68785111111111,Mucuychakán,0.857947826385498,0.5290899872779846,18,-1.6335023939426814,0.34010817884215455,Golfo de México y Caribe
Campeche,Campeche,4_2_90,-90.27065694444444,19.84552888888889,Nilchí,0.8531236052513123,0.41548749804496765,19,-2.377806972574194,0.17390614452904782,Golfo de México y Caribe
Campeche,Campeche,4_2_93,-90.52295138888888,19.712464722222222,San Agustín Olá,0.8569562435150146,0.5439627170562744,20,-1.5442558965387108,0.3600367804519033,Golfo de México y Caribe
Campeche,Campeche,4_2_97,-90.35067,19.729957499999998,Pocyaxum,0.8566198348999023,0.4797012209892273,21,-1.9532041040981114,0.26871929299261904,Golfo de México y Caribe
Campeche,Campeche,4_2_101,-90.41711027777778,19.916219444444444,San Francisco Kobén,0.8525844216346741,0.4650198519229889,22,-2.0666247177054533,0.24339264949777417,Golfo de México y Caribe
Campeche,Campeche,4_2_178,-90.66727444444444,19.724171666666663,Ensenada,0.8554471731185913,0.5980095267295837,23,-1.209361861318279,0.43481808844183695,Golfo de México y Caribe
Campeche,Campeche,4_2_200,-90.43078,19.8967,Horticultores de Kobén,0.8528701066970825,0.4730178415775299,24,-2.0144957055881916,0.25503297539305636,Golfo de México y Caribe
Campeche,Campeche,4_2_249,-90.39793583333334,19.796704722222223,Miguel Alemán (X-Campéu),0.8549488186836243,0.47803643345832825,25,-1.9721932914925353,0.2644790375037857,Golfo de México y Caribe
Campeche,Campeche,4_2_326,-90.64277777777778,19.773333333333333,Mar Azul,0.8546897172927856,0.5783092379570007,26,-1.338035241844135,0.40608552623637273,Golfo de México y Caribe
Campeche,Campeche,4_2_329,-90.63616972222223,19.77809611111111,Club Náutico y Deportivo de Campeche,0.8546493649482727,0.5747025609016418,27,-1.361095896530122,0.4009361185457066,Golfo de México y Caribe
Campeche,Campeche,4_2_402,-90.50169194444445,19.74675527777778,San Francisco Uxmal,0.8563075661659241,0.5285338759422302,28,-1.6453101617081285,0.337471522989624,Golfo de México y Caribe
Campeche,Campeche,4_2_501,-90.46584777777778,19.82031027777778,Nuevo San Antonio Ebulá,0.8544458150863647,0.49966859817504883,29,-1.837642333434775,0.2945240534690153,Golfo de México y Caribe
Campeche,Campeche,4_2_520,-90.51050611111111,19.73611138888889,La Palma,0.8565222024917603,0.5340808629989624,30,-1.609072879758891,0.3455632506920309,Golfo de México y Caribe
Campeche,Campeche,4_2_585,-90.26948888888889,19.79485027777778,Nueva Esperanza,0.8539389371871948,0.42983007431030273,31,-2.282795154388735,0.1951221331438756,Golfo de México y Caribe
Campeche,Campeche,4_2_875,-90.50034388888889,19.745899166666668,San Francisco,0.8563355803489685,0.5282238125801086,32,-1.6471336755743506,0.3370643352295789,Golfo de México y Caribe
Campeche,Campeche,4_2_960,-90.46615361111111,19.831718333333335,Seet Ka'an (Rincón del Cielo),0.8541753888130188,0.4977801442146301,33,-1.850975857771553,0.29154669858909465,Golfo de México y Caribe
Campeche,Campeche,4_2_976,-90.39961111111111,19.828598055555556,Escondido,0.854171633720398,0.471807599067688,34,-2.015592624632303,0.2547880351067245,Golfo de México y Caribe
Campeche,Carmen,4_3_1,-91.83645,18.637789444444444,Ciudad del Carmen,0.8698113560676575,0.6455982327461243,35,-0.8352337201408525,0.5183603101916964,Golfo de México y Caribe
Campeche,Carmen,4_3_5,-92.28904861111111,18.622946666666667,Nuevo Progreso,0.8601914048194885,0.6981832981109619,36,-0.5505640814916237,0.5819265899231316,Golfo de México y Caribe
Campeche,Carmen,4_3_6,-92.10385027777777,18.61923416666667,Atasta,0.8646556735038757,0.6852708458900452,37,-0.6098501454016736,0.5686881056907978,Golfo de México y Caribe
Campeche,Carmen,4_3_7,-91.62666444444444,18.733713611111114,Santa Isabel,0.8690736293792725,0.6480584144592285,38,-0.8233682165125142,0.5210098583710253,Golfo de México y Caribe
Campeche,Carmen,4_3_13,-91.93906083333334,18.620912222222223,Puerto Rico,0.8682774305343628,0.6602850556373596,39,-0.7499042702553679,0.5374142412905227,Golfo de México y Caribe
Campeche,Carmen,4_3_16,-91.88440833333334,18.563358611111113,El Playaso,0.8711198568344116,0.6345781087875366,40,-0.8984643355002981,0.5042410138642016,Golfo de México y Caribe
Campeche,Carmen,4_3_31,-91.54568555555555,18.323047222222222,Santa Rita,0.879101037979126,0.5354260802268982,41,-1.486522318632971,0.3729285970167704,Golfo de México y Caribe
Campeche,Carmen,4_3_55,-91.69791027777778,18.698909166666667,Bahamita [Jaibera],0.8697218298912048,0.6445327997207642,42,-0.8424378868894579,0.5167516311595849,Golfo de México y Caribe
Campeche,Carmen,4_3_64,-90.9442375,18.899880833333334,Ignacio Gutiérrez,0.8649880886077881,0.6685465574264526,43,-0.7141595319135287,0.5453959847850022,Golfo de México y Caribe
Campeche,Carmen,4_3_65,-90.97165277777778,18.71869222222222,José María Pino Suárez,0.8695958852767944,0.6239468455314636,44,-0.9735348670523563,0.4874778829912752,Golfo de México y Caribe
Campeche,Carmen,4_3_82,-91.27816694444445,18.857086666666667,Calax,0.8657506704330444,0.6659603714942932,45,-0.7266980507817442,0.5425961533678662,Golfo de México y Caribe
